iter	Passed	Remaining
404	10408	15291
405	10433	15264
406	10461	15242
407	10493	15225
408	10517	15197
409	10550	15183
410	10588	15174
411	10624	15163
412	10658	15149
413	10698	15143
414	10723	15116
415	10747	15088
416	10771	15059
417	10804	15044
418	10831	15018
419	10869	15010
420	10906	14999
421	10920	14957
422	10943	14927
423	10974	14909
424	11012	14899
425	11040	14876
426	11073	14859
427	11107	14845
428	11136	14822
429	11169	14805
430	11201	14788
431	11234	14771
432	11256	14740
433	11280	14711
434	11303	14680
435	11325	14650
436	11344	14615
437	11362	14578
438	11381	14544
439	11398	14507
440	11420	14476
441	11449	14454
442	11480	14435
443	11521	14427
444	11550	14406
445	11607	14417
446	11738	14522
447	11808	14550
448	11835	14524
449	11890	14532
450	11912	14500
451	11943	14479
452	11967	14451
453	11999	14430
454	12029	14409
455	12056	14383
456	12080	14353
457	12101	14321
458	12126	14292
459	12141	14252
460	12154	14211
461	12168	14169
462	12189	14138
463	12199	14092
464	12230	14071
465	12257	14046
466	12284	14020
467	12314	13998
468	12337	13969
469	12367	13946
470	12420	13950
471	12443	13920
472	12482	13907
473	12499	13870
474	12528	13847
475	12554	13820
476	12580	13793
477	12613	13775
478	12643	13752
479	12672	13728
480	12701	13704
481	12733	13684
482	12783	13683
483	12819	13666
484	12853	13648
485	12878	13620
486	12908	13597
487	12935	13571
488	12959	13542
489	12994	13525
490	13030	13508
491	13066	13491
492	13096	13468
493	13107	13425
494	13123	13388
495	13142	13354
496	13161	13320
497	13202	13308
498	13234	13287
499	13265	13265
500	13301	13248
501	13327	13221
502	13348	13189
503	13389	13176
504	13431	13165
505	13459	13140
506	13475	13102
507	13492	13067
508	13519	13041
509	13553	13022
510	13593	13008
511	13642	13003
512	13667	12974
513	13777	13026
514	13814	13009
515	13839	12981
516	13884	12971
517	13910	12943
518	13939	12918
519	13954	12880
520	13973	12847
521	14005	12824
522	14020	12786
523	14042	12756
524	14079	12738
525	14108	12713
526	14136	12687
527	14172	12669
528	14192	12636
529	14211	12602
530	14232	12570
531	14269	12553
532	14288	12518
533	14311	12489
534	14335	12460
535	14359	12430
536	14372	12392
537	14385	12353
538	14408	12323
539	14428	12290
540	14465	12273
541	14490	12245
542	14514	12216
543	14528	12178
544	14552	12149
545	14569	12114
546	14582	12076
547	14599	12041
548	14611	12003
549	14645	11982
550	14677	11960
551	14690	11922
552	14702	11884
553	14722	11852
554	14745	11823
555	14761	11788
556	14781	11756
557	14800	11723
558	14821	11692
559	14840	11660
560	14855	11624
561	14869	11588
562	14893	11560
563	14917	11531
564	14940	11502
565	14958	11470
566	14977	11438
567	15013	11418
568	15036	11389
569	15057	11359
570	15100	11345
571	15133	11323
572	15159	11296
573	15171	11259
574	15183	11222
575	15203	11191
576	15227	11163
577	15241	11127
578	15261	11097
579	15283	11067
580	15307	11039
581	15324	11006
582	15343	10974
583	15365	10945
584	15386	10915
585	15409	10886
586	15425	10852
587	15444	10821
588	15465	10791
589	15478	10756
590	15491	10720
591	15510	10689
592	15523	10654
593	15543	10624
594	15565	10594
595	15583	10563
596	15602	10532
597	15625	10504
598	15658	10482
599	15673	10449
600	15696	10420
601	15718	10391
602	15734	10359
603	15755	10329
604	15777	10300
605	15795	10269
606	15817	10240
607	15829	10206
608	15854	10179
609	15872	10147
610	15893	10119
611	15909	10086
612	15930	10057
613	15949	10026
614	15974	10000
615	15996	9971
616	16017	9942
617	16030	9909
618	16042	9874
619	16057	9841
620	16069	9807
621	16091	9779
622	16117	9753
623	16134	9721
624	16150	9690
625	16173	9662
626	16192	9632
627	16204	9598
628	16218	9566
629	16239	9537
630	16260	9508
631	16275	9476
632	16294	9447
633	16317	9419
634	16337	9391
635	16352	9358
636	16375	9331
637	16390	9300
638	16414	9273
639	16435	9245
640	16456	9216
641	16481	9190
642	16503	9162
643	16527	9136
644	16555	9111
645	16581	9086
646	16611	9063
647	16639	9038
648	16679	9020
649	16703	8994
650	16728	8968
651	16752	8941
652	16774	8913
653	16793	8884
654	16815	8857
655	16840	8830
656	16865	8805
657	16887	8777
658	16905	8747
659	16927	8720
660	16947	8691
661	16972	8665
662	16990	8636
663	17011	8608
664	17026	8577
665	17041	8546
666	17065	8520
667	17088	8492
668	17116	8468
669	17138	8441
670	17170	8419
671	17191	8391
672	17211	8362
673	17233	8335
674	17253	8307
675	17273	8279
676	17287	8247
677	17307	8219
678	17323	8189
679	17343	8161
680	17359	8131
681	17374	8101
682	17394	8073
683	17414	8045
684	17428	8014
685	17440	7982
686	17452	7951
687	17475	7925
688	17492	7895
689	17513	7868
690	17535	7841
691	17561	7816
692	17581	7788
693	17602	7761
694	17621	7733
695	17637	7703
696	17656	7675
697	17687	7652
698	17709	7625
699	17734	7600
700	17754	7572
701	17779	7547
702	17792	7516
703	17807	7487
704	17831	7461
705	17847	7432
706	17869	7405
707	17891	7379
708	17912	7352
709	17931	7324
710	17954	7298
711	17978	7272
712	17997	7244
713	18012	7215
714	18038	7189
715	18055	7161
716	18078	7135
717	18107	7111
718	18140	7089
719	18157	7061
720	18181	7035
721	18198	7007
722	18217	6979
723	18235	6951
724	18259	6926
725	18280	6899
726	18299	6871
727	18320	6844
728	18334	6815
729	18355	6789
730	18377	6762
731	18398	6736
732	18418	6709
733	18436	6681
734	18456	6654
735	18472	6626
736	18492	6599
737	18505	6569
738	18518	6540
739	18538	6513
740	18558	6486
741	18576	6459
742	18596	6432
743	18621	6407
744	18641	6380
745	18658	6352
746	18678	6326
747	18705	6301
748	18718	6272
749	18740	6246
750	18756	6218
751	18779	6193
752	18799	6166
753	18819	6140
754	18840	6113
755	18863	6088
756	18888	6063
757	18900	6034
758	18924	6008
759	18936	5979
760	18948	5951
761	18972	5925
762	18995	5900
763	19014	5873
764	19032	5846
765	19046	5818
766	19063	5791
767	19084	5764
768	19102	5738
769	19125	5712
770	19147	5687
771	19160	5658
772	19176	5631
773	19200	5606
774	19219	5579
775	19238	5553
776	19259	5527
777	19279	5501
778	19301	5475
779	19317	5448
780	19337	5422
781	19356	5396
782	19369	5367
783	19392	5342
784	19413	5317
785	19437	5292
786	19454	5265
787	19467	5237
788	19479	5209
789	19502	5184
790	19521	5158
791	19535	5130
792	19554	5104
793	19574	5078
794	19595	5052
795	19621	5028
796	19644	5003
797	19664	4977
798	19689	4953
799	19777	4944
800	19819	4923
801	19840	4898
802	19859	4872
803	19878	4846
804	19900	4820
805	19918	4794
806	19931	4766
807	19953	4741
808	19966	4713
809	19987	4688
810	20006	4662
811	20029	4637
812	20056	4613
813	20082	4588
814	20099	4562
815	20122	4537
816	20147	4512
817	20159	4485
818	20180	4460
819	20201	4434
820	20225	4409
821	20248	4384
822	20271	4359
823	20292	4334
824	20313	4308
825	20329	4282
826	20349	4256
827	20370	4231
828	20384	4204
829	20408	4179
830	20421	4153
831	20433	4126
832	20454	4100
833	20467	4073
834	20483	4047
835	20497	4021
836	20519	3996
837	20539	3970
838	20559	3945
839	20578	3919
840	20600	3894
841	20624	3870
842	20646	3845
843	20661	3818
844	20692	3795
845	20737	3774
846	20759	3749
847	20780	3724
848	20800	3699
849	20822	3674
850	20844	3649
851	20866	3624
852	20883	3598
853	20904	3573
854	20932	3549
855	20953	3524
856	20967	3498
857	20990	3473
858	21014	3449
859	21036	3424
860	21053	3398
861	21072	3373
862	21093	3348
863	21106	3322
864	21119	3296
865	21165	3275
866	21185	3249
867	21207	3225
868	21228	3200
869	21257	3176
870	21277	3151
871	21297	3126
872	21315	3100
873	21336	3075
874	21354	3050
875	21374	3025
876	21396	3000
877	21416	2975
878	21434	2950
879	21456	2925
880	21481	2901
881	21498	2876
882	21519	2851
883	21545	2827
884	21567	2802
885	21587	2777
886	21606	2752
887	21617	2726
888	21641	2702
889	21664	2677
890	21686	2653
891	21707	2628
892	21739	2604
893	21763	2580
894	21791	2556
895	21811	2531
896	21836	2507
897	21851	2482
898	21874	2457
899	21898	2433
900	21918	2408
901	21940	2383
902	21958	2358
903	21980	2334
904	22000	2309
905	22015	2284
906	22032	2259
907	22051	2234
908	22070	2209
909	22091	2184
910	22112	2160
911	22126	2135
912	22139	2109
913	22162	2085
914	22177	2060
915	22199	2035
916	22222	2011
917	22243	1986
918	22266	1962
919	22284	1937
920	22301	1912
921	22320	1888
922	22336	1863
923	22352	1838
924	22363	1813
925	22377	1788
926	22403	1764
927	22428	1740
928	22453	1716
929	22472	1691
930	22495	1667
931	22513	1642
932	22532	1618
933	22553	1593
934	22570	1569
935	22582	1544
936	22594	1519
937	22609	1494
938	22632	1470
939	22656	1446
940	22678	1421
941	22691	1397
942	22713	1372
943	22745	1349
944	22770	1325
945	22793	1301
946	22811	1276
947	22829	1252
948	22857	1228
949	22877	1204
950	22889	1179
951	22906	1154
952	22924	1130
953	22951	1106
954	22971	1082
955	22989	1058
956	23001	1033
957	23018	1009
958	23034	984
959	23058	960
960	23075	936
961	23097	912
962	23115	888
963	23138	864
964	23163	840
965	23185	816
966	23206	791
967	23227	767
968	23248	743
969	23269	719
970	23293	695
971	23311	671
972	23326	647
973	23349	623
974	23371	599
975	23392	575
976	23413	551
977	23433	527
978	23460	503
979	23486	479
980	23503	455
981	23519	431
982	23543	407
983	23566	383
984	23584	359
985	23607	335
986	23629	311
987	23651	287
988	23674	263
989	23694	239
990	23706	215
991	23721	191
992	24010	169
993	24062	145
994	24085	121
995	24107	96
996	24127	72
997	24146	48
998	24166	24
999	24190	0
