iter	RMSE
342	75194.6962
343	75194.00962
344	75190.89044
345	75188.79441
346	75188.52803
347	75188.30136
348	75172.06873
349	75171.40488
350	75167.6095
351	75162.99363
352	75162.34502
353	75161.4222
354	75156.72474
355	75156.13413
356	75155.02549
357	75151.86049
358	75151.31433
359	75148.03505
360	75145.06772
361	75140.14681
362	75140.08004
363	75135.43161
364	75134.35539
365	75131.15099
366	75125.85057
367	75125.41084
368	75119.81549
369	75116.73573
370	75115.15695
371	75113.43485
372	75108.80268
373	75106.88785
374	75105.4112
375	75104.40795
376	75102.84216
377	75099.9411
378	75099.67068
379	75099.35094
380	75096.6367
381	75094.88652
382	75093.81132
383	75091.25102
384	75087.73237
385	75086.98091
386	75086.97786
387	75084.46929
388	75079.50366
389	75075.87301
390	75073.69109
391	75067.69236
392	75066.09495
393	75065.00399
394	75062.13821
395	75060.76918
396	75054.57431
397	75049.097
398	75047.35693
399	75046.85578
400	75046.2481
401	75045.79586
402	75045.18691
403	75043.37336
404	75040.75493
405	75040.23178
406	75036.62424
407	75034.84123
408	75033.76293
409	75033.49174
410	75032.29105
411	75030.29653
412	75028.13197
413	75023.09623
414	75022.20683
415	75021.69473
416	75021.43976
417	75020.46372
418	75019.81207
419	75017.03074
420	75009.06958
421	75002.21915
422	75001.18273
423	75000.67785
424	74996.41036
425	74995.71696
426	74993.89883
427	74989.124
428	74984.93394
429	74980.97275
430	74975.43059
431	74974.89053
432	74974.7684
433	74972.33068
434	74969.42056
435	74963.73619
436	74962.21272
437	74957.97314
438	74953.19835
439	74946.88723
440	74943.61812
441	74941.30704
442	74940.58137
443	74940.23797
444	74935.53748
445	74935.0794
446	74934.03449
447	74931.75531
448	74931.69377
449	74927.96587
450	74927.07266
451	74922.67873
452	74920.97245
453	74918.01274
454	74912.91372
455	74912.47634
456	74909.85204
457	74909.47223
458	74909.32317
459	74908.03674
460	74907.61078
461	74903.18964
462	74902.20804
463	74901.23112
464	74900.25506
465	74893.91506
466	74890.54706
467	74890.3389
468	74889.24591
469	74888.03402
470	74886.8643
471	74886.33148
472	74885.96017
473	74884.03216
474	74882.97476
475	74880.65685
476	74880.07643
477	74877.64425
478	74874.53948
479	74869.4205
480	74865.41007
481	74865.02
482	74864.58938
483	74861.00057
484	74859.90147
485	74858.13321
486	74856.38007
487	74850.13245
488	74849.11208
489	74847.0408
490	74846.46105
491	74845.09769
492	74844.7478
493	74842.73881
494	74841.736
495	74840.74374
496	74839.80368
497	74839.50744
498	74837.28397
499	74836.15558
500	74831.78325
501	74831.11365
502	74828.26485
503	74826.66854
504	74825.57524
505	74824.30047
506	74822.11216
507	74821.33552
508	74820.83983
509	74820.56023
510	74818.89353
511	74818.42101
512	74815.66048
513	74813.5834
514	74813.54706
515	74809.71786
516	74808.77498
517	74808.51341
518	74808.26619
519	74807.96535
520	74806.41032
521	74805.53566
522	74801.74949
523	74800.45901
524	74799.42425
525	74796.91156
526	74796.32696
527	74794.93723
528	74791.75619
529	74789.62382
530	74787.03197
531	74784.9904
532	74784.18251
533	74782.71058
534	74776.80145
535	74772.14382
536	74771.9488
537	74770.3781
538	74767.25479
539	74765.81671
540	74765.59122
541	74764.78524
542	74762.83089
543	74757.04363
544	74753.68872
545	74752.51478
546	74752.08899
547	74751.54616
548	74750.23955
549	74747.47203
550	74747.18583
551	74743.42524
552	74741.08888
553	74740.32784
554	74739.55854
555	74733.1734
556	74731.92651
557	74731.58868
558	74731.26961
559	74728.76782
560	74728.08488
561	74724.51079
562	74723.78526
563	74721.91206
564	74717.38337
565	74716.79078
566	74715.68079
567	74712.75925
568	74712.16136
569	74711.47275
570	74710.9131
571	74708.5399
572	74708.3565
573	74707.96746
574	74705.77855
575	74705.60514
576	74704.52179
577	74703.88472
578	74703.44464
579	74703.15614
580	74699.34118
581	74699.13121
582	74698.97338
583	74698.38218
584	74698.09564
585	74696.30393
586	74695.17522
587	74692.4336
588	74690.03889
589	74681.58455
590	74679.30824
591	74673.88811
592	74669.82349
593	74668.15325
594	74666.17594
595	74665.79608
596	74665.64676
597	74664.84132
598	74662.67787
599	74662.31704
600	74660.12974
601	74659.07376
602	74658.80756
603	74657.36272
604	74653.64385
605	74645.49477
606	74645.00071
607	74641.13374
608	74637.29488
609	74636.28958
610	74635.80391
611	74630.68898
612	74630.5555
613	74629.0803
614	74628.05156
615	74626.33242
616	74625.14449
617	74618.31487
618	74618.18793
619	74617.55794
620	74617.4372
621	74616.27968
622	74614.38095
623	74614.12058
624	74613.6218
625	74611.99366
626	74610.62478
627	74609.4967
628	74609.38652
629	74608.33231
630	74606.61126
631	74605.32036
632	74604.32473
633	74602.59384
634	74600.71893
635	74600.61505
636	74600.51681
637	74600.42389
638	74595.59152
639	74592.60394
640	74587.02768
641	74585.37834
642	74585.27188
643	74583.80141
644	74583.71534
645	74582.0738
646	74580.94795
647	74580.86798
648	74575.37654
649	74574.76599
650	74573.20519
651	74573.11081
652	74570.87555
653	74570.64606
654	74569.15884
655	74567.74094
656	74566.38905
657	74563.81263
658	74562.52265
659	74561.03095
660	74553.07832
661	74551.84826
662	74550.67532
663	74549.5568
664	74544.51546
665	74543.44905
666	74542.43202
667	74537.32126
668	74531.96075
669	74530.99047
670	74529.58685
671	74528.93026
672	74527.43684
673	74526.09697
674	74525.17242
675	74523.16385
676	74522.56458
677	74522.36439
678	74522.05467
679	74516.13541
680	74516.07324
681	74516.01443
682	74515.68426
683	74515.62809
684	74514.99732
685	74510.41502
686	74510.36142
687	74509.4811
688	74506.94871
689	74506.10874
690	74505.45949
691	74502.68968
692	74499.4729
693	74496.86005
694	74495.13245
695	74494.33262
696	74488.08534
697	74488.03532
698	74487.988
699	74487.69574
700	74486.93294
701	74485.40974
702	74483.82326
703	74482.26516
704	74481.54015
705	74477.95165
706	74477.2598
707	74474.0675
708	74474.0238
709	74473.70869
710	74473.66685
711	74470.62561
712	74469.96558
713	74469.33584
714	74468.73498
715	74463.02811
716	74459.56276
717	74459.52336
718	74458.51618
719	74447.46306
720	74447.42574
721	74446.98144
722	74446.41329
723	74445.09797
724	74444.55557
725	74441.67109
726	74441.15328
727	74441.11798
728	74441.08457
729	74440.59046
730	74438.84617
731	74436.67002
732	74436.19728
733	74436.16533
734	74434.22538
735	74433.53475
736	74432.5561
737	74432.52622
738	74432.07434
739	74432.04602
740	74432.01918
741	74431.18635
742	74430.75633
743	74429.21945
744	74429.01438
745	74428.98818
746	74427.18192
747	74426.31926
748	74425.90642
749	74425.51235
750	74425.48695
751	74423.69233
752	74423.07641
753	74422.7002
754	74416.65087
755	74411.16242
756	74409.87985
757	74409.60444
758	74409.24336
759	74406.78389
760	74406.43892
761	74405.79669
762	74405.17774
763	74404.8481
764	74402.56496
765	74401.86508
766	74400.57639
767	74400.26806
768	74398.22188
769	74397.9278
770	74397.27177
771	74396.99656
772	74396.44818
773	74391.43902
774	74386.22083
775	74385.95765
776	74384.77234
777	74384.18243
778	74382.14496
779	74379.96191
780	74379.70993
781	74379.46922
782	74379.23925
783	74378.6598
784	74376.74087
785	74376.52132
786	74374.98641
787	74374.43392
788	74372.81398
789	74371.03747
790	74368.55291
791	74368.34178
792	74367.38522
793	74366.88545
794	74365.305
795	74364.77529
796	74364.57278
797	74364.06085
798	74363.50325
799	74363.00882
800	74362.53082
801	74360.26991
802	74358.09779
803	74356.62527
804	74353.93551
805	74352.56792
806	74347.15041
807	74346.92864
808	74344.83079
809	74344.39375
810	74344.18131
811	74343.73444
812	74342.34882
813	74341.91605
814	74341.24505
815	74341.05722
816	74340.33498
817	74340.1553
818	74336.69208
819	74334.69744
820	74329.55858
821	74307.42126
822	74307.24831
823	74307.05364
824	74303.32536
825	74302.86943
826	74302.54903
827	74302.52448
828	74300.61519
829	74298.66247
830	74296.88298
831	74291.8094
832	74291.62156
833	74289.11427
834	74288.05148
835	74287.87216
836	74287.70061
837	74287.54411
838	74286.32468
839	74286.17484
840	74284.47433
841	74282.56447
842	74280.93407
843	74280.63471
844	74279.00643
845	74277.62636
846	74273.97889
847	74273.26275
848	74269.79006
849	74264.90653
850	74264.88296
851	74264.60077
852	74264.48806
853	74263.95274
854	74262.22118
855	74261.9531
856	74257.23099
857	74250.74293
858	74250.59989
859	74250.38206
860	74248.10156
861	74247.80688
862	74247.41266
863	74245.49917
864	74235.30542
865	74228.53403
866	74226.96239
867	74226.93907
868	74221.67211
869	74221.64957
870	74220.72874
871	74220.59163
872	74216.40747
873	74216.38632
874	74214.68568
875	74212.89388
876	74211.3766
877	74206.28414
878	74206.15219
879	74203.5793
880	74203.06996
881	74201.81903
882	74201.67246
883	74200.22136
884	74197.15084
885	74193.46235
886	74192.98229
887	74192.96207
888	74191.52114
889	74191.38731
890	74190.7586
891	74189.37584
892	74188.64474
893	74188.62615
894	74188.60853
895	74186.25047
896	74184.92513
897	74183.44341
898	74183.06844
899	74181.87251
900	74181.52122
901	74181.392
902	74181.05062
903	74180.6009
904	74176.84779
905	74176.61667
906	74176.27296
907	74176.25556
908	74176.23907
909	74175.89349
910	74175.51152
911	74175.3923
912	74173.57906
913	74173.32925
914	74168.16582
915	74164.95817
916	74164.84436
917	74164.68872
918	74164.26796
919	74164.14923
920	74163.4928
921	74159.88587
922	74159.77261
923	74156.38945
924	74155.69676
925	74155.42106
926	74155.31293
927	74153.13679
928	74149.23678
929	74147.92627
930	74147.52514
931	74147.425
932	74145.94797
933	74145.85173
934	74144.10413
935	74143.69073
936	74143.01873
937	74142.64268
938	74142.55393
939	74142.19746
940	74142.09007
941	74121.14875
942	74120.91356
943	74120.83133
944	74114.33165
945	74112.92679
946	74112.84768
947	74111.42747
948	74111.34382
949	74109.99686
950	74107.17694
951	74106.77852
952	74104.71348
953	74104.1289
954	74103.7494
955	74103.59127
956	74102.4436
957	74102.1077
958	74099.28259
959	74098.59965
960	74098.39829
961	74097.75511
962	74096.82065
963	74090.90447
964	74090.29036
965	74082.44417
966	74082.42822
967	74082.32756
968	74079.05505
969	74078.73346
970	74076.91012
971	74075.08276
972	74068.9209
973	74065.81907
974	74065.14338
975	74065.07205
976	74063.87577
977	74059.50307
978	74058.17208
979	74057.95467
980	74057.88575
981	74055.77141
982	74054.59786
983	74049.52586
984	74043.96499
985	74043.5279
986	74042.86288
987	74042.55988
988	74040.93918
989	74040.3096
990	74038.99714
991	74036.64338
992	74036.58028
993	74034.02494
994	74031.0954
995	74030.9547
996	74030.85764
997	74030.8423
998	74030.06151
999	74026.92119
