iter	RMSE
320	73146.36922
321	73145.44794
322	73143.23924
323	73141.52528
324	73138.89952
325	73137.59267
326	73136.40213
327	73135.50803
328	73134.21356
329	73133.97478
330	73125.04072
331	73123.4327
332	73123.25327
333	73123.10086
334	73122.17841
335	73122.17327
336	73121.11652
337	73119.4857
338	73118.4497
339	73118.11224
340	73116.44614
341	73114.54039
342	73112.45981
343	73110.39417
344	73110.07775
345	73109.50846
346	73109.34357
347	73109.0262
348	73106.52816
349	73104.5511
350	73102.46369
351	73099.31428
352	73098.3692
353	73095.77023
354	73094.48291
355	73089.65343
356	73083.24236
357	73081.92385
358	73078.10541
359	73076.44189
360	73072.69699
361	73067.08262
362	73066.17856
363	73064.12195
364	73060.57646
365	73058.55322
366	73054.85195
367	73054.07629
368	73053.78754
369	73053.28815
370	73052.31636
371	73049.06473
372	73049.03024
373	73047.23451
374	73045.44966
375	73039.90056
376	73039.24226
377	73038.63788
378	73037.38469
379	73035.25271
380	73034.20985
381	73034.20701
382	73033.66817
383	73033.6681
384	73031.68258
385	73028.89414
386	73028.48616
387	73028.40445
388	73026.34525
389	73025.8125
390	73024.64362
391	73020.17363
392	73019.3248
393	73017.95451
394	73015.44756
395	73015.41386
396	73013.84762
397	73013.42627
398	73011.23658
399	73009.53353
400	73009.42743
401	73002.34251
402	73002.22393
403	73001.44549
404	73000.91055
405	72999.05608
406	72996.46502
407	72996.4631
408	72993.97011
409	72992.78492
410	72992.78182
411	72987.05152
412	72987.04939
413	72986.29228
414	72986.2906
415	72986.28901
416	72985.68042
417	72985.5909
418	72984.62413
419	72984.6228
420	72983.94211
421	72983.86337
422	72975.43667
423	72975.43631
424	72974.75586
425	72973.06739
426	72972.22096
427	72972.20103
428	72971.69963
429	72971.69852
430	72971.32359
431	72971.3226
432	72971.31427
433	72970.1086
434	72969.28516
435	72968.57692
436	72968.49335
437	72967.50839
438	72965.9278
439	72965.44923
440	72964.13888
441	72963.32442
442	72962.29411
443	72954.68368
444	72951.83912
445	72951.73419
446	72950.93167
447	72948.6916
448	72946.17257
449	72945.3472
450	72945.10452
451	72942.96451
452	72941.97767
453	72940.58792
454	72939.08494
455	72936.3492
456	72935.29987
457	72935.29827
458	72934.01855
459	72933.4249
460	72933.42366
461	72930.92298
462	72928.80744
463	72926.61863
464	72921.94834
465	72921.18481
466	72919.76278
467	72918.63668
468	72917.37033
469	72915.07812
470	72912.92065
471	72911.7667
472	72909.92451
473	72908.36718
474	72906.79687
475	72905.63283
476	72905.01162
477	72903.16207
478	72900.67244
479	72900.59416
480	72899.20114
481	72898.19838
482	72896.48606
483	72891.321
484	72888.78785
485	72887.23302
486	72886.8553
487	72884.62735
488	72878.7385
489	72878.73752
490	72878.07437
491	72873.77729
492	72871.81213
493	72871.31894
494	72870.72525
495	72869.82527
496	72868.50015
497	72866.47698
498	72865.30494
499	72864.01942
500	72862.40068
501	72861.4447
502	72860.83045
503	72855.87686
504	72854.56863
505	72853.47478
506	72851.5079
507	72850.57394
508	72848.81258
509	72848.74487
510	72848.0699
511	72847.26817
512	72846.68392
513	72844.64979
514	72844.6436
515	72842.76346
516	72841.15315
517	72840.28893
518	72839.01357
519	72838.59007
520	72838.2462
521	72837.96718
522	72836.06582
523	72828.92204
524	72827.11537
525	72825.89673
526	72825.08118
527	72823.51937
528	72820.67728
529	72817.56518
530	72816.65394
531	72816.33742
532	72814.65292
533	72813.52052
534	72812.00686
535	72810.41879
536	72808.10184
537	72806.25127
538	72803.59892
539	72801.84485
540	72801.5595
541	72800.08874
542	72799.80018
543	72799.52712
544	72796.83783
545	72795.90775
546	72795.2197
547	72794.43895
548	72792.95524
549	72790.87467
550	72790.13647
551	72789.42778
552	72789.17366
553	72788.32662
554	72786.69444
555	72786.1902
556	72784.74404
557	72783.07178
558	72779.10163
559	72777.70913
560	72775.75295
561	72775.5878
562	72773.38389
563	72772.48487
564	72772.4333
565	72770.12373
566	72769.4149
567	72768.3361
568	72767.46124
569	72760.68509
570	72759.37056
571	72759.13987
572	72758.92164
573	72757.67414
574	72756.97742
575	72755.10566
576	72754.13474
577	72753.96266
578	72752.82213
579	72751.51724
580	72750.99975
581	72749.8198
582	72749.11522
583	72748.46569
584	72747.35336
585	72746.42954
586	72744.63716
587	72743.3413
588	72736.63559
589	72735.52012
590	72733.05461
591	72732.45018
592	72731.86487
593	72731.66914
594	72730.54581
595	72729.83098
596	72723.97268
597	72719.19137
598	72718.71817
599	72718.16205
600	72717.62786
601	72716.79388
602	72715.78104
603	72715.27168
604	72713.88017
605	72711.58043
606	72710.25989
607	72709.20951
608	72699.34967
609	72699.30511
610	72699.05377
611	72697.7302
612	72696.97784
613	72695.4649
614	72694.08046
615	72693.49726
616	72693.0547
617	72681.24894
618	72666.74871
619	72664.39286
620	72664.21026
621	72663.5571
622	72659.75237
623	72659.17287
624	72658.38322
625	72657.83713
626	72657.11658
627	72656.94413
628	72655.98006
629	72653.59773
630	72651.48593
631	72650.48304
632	72646.60891
633	72646.2008
634	72646.18703
635	72645.24178
636	72644.04976
637	72643.85101
638	72643.69574
639	72642.78029
640	72642.77227
641	72642.28789
642	72635.86437
643	72621.71783
644	72621.20722
645	72619.95802
646	72616.23607
647	72614.81181
648	72614.27412
649	72613.0776
650	72612.53211
651	72612.17739
652	72610.55337
653	72609.29387
654	72607.15992
655	72602.73555
656	72602.21494
657	72600.70151
658	72599.93249
659	72599.41951
660	72598.54923
661	72598.06958
662	72597.54169
663	72597.46718
664	72595.49778
665	72594.76185
666	72593.78752
667	72593.31686
668	72592.38325
669	72591.93304
670	72591.3054
671	72590.41952
672	72589.19023
673	72588.45816
674	72586.16945
675	72585.97349
676	72579.27205
677	72572.67466
678	72571.97122
679	72571.14919
680	72570.23108
681	72568.8588
682	72567.99003
683	72567.57454
684	72565.41112
685	72547.17876
686	72546.69865
687	72545.91266
688	72545.44866
689	72543.98011
690	72541.35017
691	72540.52837
692	72539.75061
693	72539.73731
694	72539.34082
695	72535.51476
696	72534.77876
697	72534.59171
698	72533.53114
699	72532.83372
700	72531.98874
701	72531.32809
702	72530.95254
703	72530.85332
704	72530.12955
705	72529.50284
706	72528.77811
707	72527.66358
708	72526.57357
709	72526.27501
710	72525.82066
711	72525.27313
712	72524.8396
713	72524.43406
714	72523.99303
715	72523.63805
716	72522.70124
717	72522.1233
718	72521.00402
719	72520.33121
720	72519.75784
721	72518.52877
722	72517.44339
723	72515.2514
724	72513.45925
725	72511.24842
726	72511.08143
727	72510.44242
728	72509.83539
729	72508.8163
730	72508.32005
731	72507.64106
732	72506.52671
733	72506.48141
734	72505.18792
735	72503.41923
736	72502.41432
737	72498.90699
738	72497.83292
739	72497.21403
740	72496.27203
741	72495.86022
742	72495.20449
743	72489.27585
744	72488.74692
745	72487.78363
746	72487.35534
747	72486.92704
748	72484.42054
749	72483.4735
750	72481.46556
751	72468.36317
752	72467.85126
753	72467.52731
754	72466.76211
755	72464.75286
756	72463.8551
757	72463.83385
758	72462.92184
759	72458.48456
760	72457.63615
761	72449.88694
762	72448.8982
763	72448.51146
764	72448.42443
765	72447.67003
766	72447.35656
767	72446.2502
768	72444.52637
769	72443.07912
770	72442.35856
771	72441.93309
772	72441.62637
773	72440.25264
774	72437.01942
775	72430.60552
776	72429.6198
777	72427.7372
778	72425.1861
779	72423.31735
780	72422.69647
781	72421.80491
782	72421.04555
783	72421.03175
784	72414.96499
785	72402.18927
786	72401.57564
787	72395.262
788	72392.44157
789	72391.92418
790	72391.63225
791	72386.12647
792	72385.7665
793	72385.75387
794	72385.58305
795	72383.81971
796	72383.76382
797	72381.93013
798	72378.57022
799	72377.51094
800	72377.02622
801	72373.23603
802	72370.40456
803	72369.17013
804	72368.33699
805	72367.99291
806	72366.33182
807	72365.75116
808	72365.06434
809	72365.047
810	72364.75671
811	72364.17086
812	72363.54354
813	72363.16328
814	72362.88745
815	72361.93215
816	72358.84547
817	72357.44149
818	72356.31501
819	72354.45116
820	72353.80275
821	72353.34693
822	72352.8373
823	72351.46879
824	72350.31193
825	72348.71458
826	72331.59295
827	72331.01368
828	72329.13361
829	72325.94796
830	72325.22419
831	72324.94698
832	72323.93664
833	72323.68072
834	72322.62329
835	72322.61004
836	72320.79056
837	72320.77513
838	72320.72015
839	72319.02992
840	72315.3806
841	72312.12505
842	72310.37758
843	72309.59517
844	72308.9419
845	72307.92882
846	72301.9306
847	72297.75463
848	72297.73734
849	72297.42643
850	72295.50015
851	72295.02319
852	72294.83217
853	72291.22006
854	72291.16353
855	72288.70893
856	72288.22787
857	72287.37388
858	72286.18712
859	72285.94444
860	72285.3145
861	72284.14061
862	72283.17663
863	72282.40034
864	72281.53531
865	72280.16131
866	72279.20409
867	72278.67092
868	72278.20316
869	72276.7405
870	72270.56688
871	72270.38514
872	72268.74833
873	72267.6455
874	72266.3925
875	72264.65233
876	72263.89655
877	72262.98209
878	72262.45256
879	72261.71632
880	72259.56069
881	72259.10713
882	72254.01581
883	72246.95721
884	72246.15555
885	72245.46436
886	72242.83706
887	72242.61262
888	72242.33489
889	72241.51899
890	72240.44047
891	72239.13498
892	72238.2078
893	72237.9758
894	72237.27098
895	72235.75214
896	72235.28768
897	72234.13661
898	72229.42413
899	72229.0844
900	72227.86022
901	72227.62718
902	72226.7388
903	72220.58999
904	72219.69375
905	72213.64232
906	72212.93747
907	72206.68531
908	72206.11089
909	72205.84515
910	72204.05354
911	72202.04062
912	72201.377
913	72198.7185
914	72196.69884
915	72195.86761
916	72195.8545
917	72193.41745
918	72192.39607
919	72191.42716
920	72191.14074
921	72190.58043
922	72190.23405
923	72189.44212
924	72188.58683
925	72187.62885
926	72187.47721
927	72186.39794
928	72185.60105
929	72180.72105
930	72180.09502
931	72178.68137
932	72176.74195
933	72175.92956
934	72175.31514
935	72169.36506
936	72169.07039
937	72168.58488
938	72167.36264
939	72165.69334
940	72165.25678
941	72164.8122
942	72163.89806
943	72163.70284
944	72162.45814
945	72162.19189
946	72161.4206
947	72161.09991
948	72160.86681
949	72159.71359
950	72159.46232
951	72159.04679
952	72158.38248
953	72157.65651
954	72155.5494
955	72154.6012
956	72150.85935
957	72149.99755
958	72149.24847
959	72148.26024
960	72142.97237
961	72142.33849
962	72140.44073
963	72139.97411
964	72139.4903
965	72139.03617
966	72137.01869
967	72133.62818
968	72132.42148
969	72130.54289
970	72123.30508
971	72122.39406
972	72119.84866
973	72119.43456
974	72118.24601
975	72116.56124
976	72115.48784
977	72114.36546
978	72114.05973
979	72113.48736
980	72112.25786
981	72111.11712
982	72105.50304
983	72105.07001
984	72103.2404
985	72099.96767
986	72098.92769
987	72096.87647
988	72094.80721
989	72093.9323
990	72092.11704
991	72091.72499
992	72089.47091
993	72089.0588
994	72086.89394
995	72083.78541
996	72076.78394
997	72075.91799
998	72075.05735
999	72074.46052
