iter	Passed	Remaining
342	7738	14822
343	7764	14807
344	7794	14797
345	7817	14775
346	7847	14767
347	7868	14742
348	7892	14722
349	7917	14704
350	7937	14676
351	7965	14663
352	7993	14650
353	8015	14627
354	8035	14599
355	8054	14570
356	8075	14545
357	8095	14517
358	8115	14490
359	8133	14460
360	8155	14435
361	8183	14422
362	8206	14400
363	8228	14376
364	8246	14346
365	8269	14325
366	8293	14304
367	8315	14280
368	8336	14254
369	8359	14234
370	8384	14214
371	8403	14186
372	8425	14162
373	8444	14134
374	8462	14103
375	8484	14080
376	8510	14063
377	8530	14036
378	8548	14007
379	8573	13987
380	8593	13961
381	8619	13944
382	8642	13922
383	8662	13896
384	8683	13870
385	8703	13844
386	8724	13819
387	8745	13793
388	8769	13774
389	8789	13748
390	8808	13719
391	8837	13707
392	8860	13684
393	8878	13655
394	8894	13623
395	8914	13596
396	8938	13577
397	8961	13555
398	8984	13532
399	9003	13505
400	9022	13477
401	9042	13451
402	9064	13428
403	9085	13403
404	9111	13386
405	9129	13357
406	9146	13326
407	9171	13307
408	9197	13289
409	9219	13267
410	9241	13243
411	9255	13209
412	9278	13188
413	9309	13176
414	9322	13141
415	9345	13119
416	9367	13096
417	9386	13069
418	9412	13051
419	9438	13033
420	9456	13005
421	9534	13059
422	9557	13037
423	9578	13012
424	9597	12984
425	9614	12954
426	9639	12935
427	9665	12917
428	9691	12899
429	9717	12880
430	9735	12853
431	9752	12823
432	9778	12804
433	9797	12776
434	9817	12751
435	9837	12725
436	9857	12699
437	9878	12675
438	9901	12653
439	9931	12639
440	9963	12628
441	9980	12600
442	9999	12572
443	10016	12542
444	10035	12515
445	10056	12491
446	10075	12465
447	10108	12455
448	10146	12451
449	10168	12427
450	10189	12404
451	10209	12378
452	10224	12346
453	10243	12319
454	10268	12300
455	10289	12275
456	10312	12253
457	10330	12225
458	10349	12198
459	10366	12169
460	10382	12139
461	10403	12115
462	10433	12100
463	10458	12081
464	10483	12061
465	10504	12037
466	10524	12011
467	10544	11986
468	10559	11955
469	10582	11933
470	10598	11903
471	10615	11874
472	10637	11851
473	10654	11823
474	10670	11793
475	10692	11770
476	10708	11740
477	10733	11721
478	10753	11696
479	10771	11669
480	10788	11640
481	10812	11620
482	10835	11598
483	10857	11575
484	10880	11553
485	10906	11535
486	10928	11512
487	10950	11489
488	10974	11468
489	10995	11444
490	11019	11423
491	11042	11401
492	11062	11376
493	11084	11353
494	11100	11324
495	11124	11303
496	11144	11279
497	11162	11251
498	11182	11227
499	11207	11207
500	11225	11181
501	11248	11159
502	11264	11129
503	11281	11102
504	11298	11075
505	11313	11044
506	11330	11017
507	11345	10988
508	11364	10962
509	11378	10932
510	11397	10906
511	11415	10880
512	11430	10850
513	11447	10823
514	11468	10800
515	11483	10770
516	11498	10742
517	11516	10716
518	11536	10692
519	11560	10670
520	11577	10643
521	11601	10623
522	11620	10598
523	11646	10579
524	11669	10558
525	11692	10536
526	11711	10511
527	11735	10491
528	11753	10464
529	11771	10439
530	11790	10413
531	11810	10389
532	11827	10362
533	11847	10339
534	11868	10315
535	11887	10291
536	11911	10269
537	11933	10247
538	11955	10225
539	11978	10203
540	11999	10180
541	12018	10155
542	12036	10129
543	12055	10105
544	12078	10083
545	12095	10057
546	12111	10029
547	12131	10006
548	12153	9983
549	12177	9963
550	12198	9940
551	12221	9919
552	12243	9896
553	12266	9874
554	12283	9849
555	12301	9823
556	12318	9797
557	12335	9771
558	12366	9756
559	12389	9734
560	12408	9710
561	12432	9689
562	12451	9665
563	12470	9640
564	12485	9612
565	12505	9588
566	12527	9566
567	12545	9541
568	12560	9514
569	12579	9489
570	12602	9468
571	12622	9444
572	12645	9423
573	12677	9408
574	12719	9401
575	12741	9379
576	12770	9362
577	12798	9344
578	12818	9320
579	12851	9306
580	12921	9318
581	12942	9295
582	12959	9269
583	12972	9240
584	12996	9219
585	13017	9196
586	13039	9174
587	13059	9150
588	13096	9138
589	13139	9130
590	13158	9106
591	13182	9084
592	13201	9060
593	13223	9038
594	13249	9018
595	13270	8995
596	13286	8968
597	13304	8943
598	13326	8921
599	13354	8902
600	13385	8886
601	13417	8870
602	13441	8849
603	13472	8832
604	13493	8809
605	13525	8794
606	13552	8774
607	13579	8755
608	13603	8733
609	13626	8712
610	13649	8690
611	13672	8667
612	13691	8643
613	13708	8617
614	13732	8596
615	13755	8574
616	13779	8553
617	13796	8527
618	13814	8502
619	13832	8478
620	13856	8456
621	13879	8434
622	13899	8411
623	13918	8387
624	13938	8363
625	13957	8339
626	13974	8313
627	13998	8292
628	14018	8268
629	14041	8246
630	14058	8221
631	14085	8201
632	14105	8178
633	14131	8157
634	14152	8134
635	14179	8115
636	14205	8094
637	14225	8071
638	14253	8052
639	14289	8037
640	14315	8017
641	14339	7995
642	14370	7978
643	14397	7958
644	14415	7934
645	14438	7911
646	14464	7892
647	14491	7871
648	14513	7849
649	14547	7833
650	14579	7816
651	14608	7796
652	14631	7774
653	14671	7762
654	14696	7741
655	14722	7720
656	14763	7707
657	14788	7686
658	14805	7661
659	14839	7644
660	14858	7620
661	14877	7595
662	14901	7574
663	14924	7552
664	14942	7527
665	14963	7504
666	14988	7482
667	15014	7462
668	15038	7440
669	15060	7417
670	15082	7394
671	15101	7371
672	15123	7348
673	15142	7323
674	15157	7298
675	15184	7277
676	15219	7261
677	15245	7240
678	15267	7217
679	15288	7194
680	15310	7171
681	15331	7148
682	15356	7127
683	15377	7104
684	15395	7079
685	15416	7056
686	15439	7034
687	15462	7012
688	15478	6986
689	15494	6961
690	15524	6942
691	15545	6919
692	15571	6898
693	15591	6874
694	15615	6853
695	15631	6827
696	15675	6814
697	15701	6793
698	15727	6772
699	15751	6750
700	15762	6723
701	15794	6704
702	15820	6683
703	15850	6664
704	15873	6642
705	15898	6620
706	15917	6596
707	15938	6573
708	15963	6551
709	15985	6529
710	16006	6506
711	16029	6483
712	16049	6460
713	16063	6434
714	16086	6412
715	16102	6387
716	16122	6363
717	16146	6341
718	16167	6318
719	16193	6297
720	16211	6273
721	16236	6251
722	16254	6227
723	16279	6206
724	16303	6183
725	16324	6160
726	16346	6138
727	16369	6116
728	16392	6093
729	16413	6070
730	16436	6048
731	16459	6026
732	16481	6003
733	16499	5979
734	16518	5955
735	16548	5936
736	16570	5913
737	16598	5892
738	16629	5873
739	16658	5853
740	16686	5832
741	16714	5811
742	16736	5789
743	16757	5765
744	16781	5743
745	16805	5722
746	16831	5700
747	16868	5683
748	16890	5660
749	16909	5636
750	16937	5615
751	16952	5590
752	16970	5566
753	16991	5543
754	17018	5522
755	17035	5498
756	17059	5476
757	17085	5454
758	17107	5432
759	17132	5410
760	17150	5386
761	17212	5376
762	17244	5356
763	17266	5333
764	17290	5311
765	17310	5288
766	17334	5265
767	17349	5240
768	17376	5219
769	17401	5197
770	17430	5177
771	17461	5157
772	17482	5134
773	17508	5112
774	17529	5089
775	17555	5067
776	17596	5050
777	17618	5027
778	17642	5005
779	17686	4988
780	17713	4966
781	17735	4944
782	17761	4922
783	17783	4899
784	17803	4876
785	17823	4852
786	17839	4828
787	17860	4805
788	17884	4782
789	17908	4760
790	17926	4736
791	17945	4712
792	17965	4689
793	17985	4666
794	18004	4642
795	18028	4620
796	18045	4596
797	18065	4573
798	18089	4550
799	18111	4527
800	18135	4505
801	18158	4482
802	18177	4459
803	18197	4436
804	18221	4413
805	18243	4391
806	18269	4369
807	18292	4346
808	18318	4324
809	18335	4300
810	18348	4275
811	18375	4254
812	18391	4230
813	18414	4207
814	18436	4184
815	18453	4161
816	18470	4137
817	18483	4112
818	18496	4087
819	18525	4066
820	18549	4044
821	18573	4022
822	18597	3999
823	18623	3977
824	18646	3955
825	18673	3933
826	18708	3913
827	18727	3890
828	18755	3868
829	18780	3846
830	18798	3823
831	18821	3800
832	18843	3777
833	18865	3755
834	18892	3733
835	18920	3711
836	18940	3688
837	18968	3667
838	18989	3644
839	19017	3622
840	19040	3599
841	19063	3577
842	19097	3556
843	19115	3533
844	19136	3510
845	19151	3486
846	19169	3462
847	19187	3439
848	19216	3417
849	19240	3395
850	19266	3373
851	19282	3349
852	19299	3325
853	19325	3303
854	19349	3281
855	19376	3259
856	19419	3240
857	19454	3219
858	19478	3197
859	19493	3173
860	19518	3151
861	19543	3128
862	19573	3107
863	19591	3083
864	19625	3062
865	19655	3041
866	19682	3019
867	19700	2995
868	19719	2972
869	19751	2951
870	19763	2927
871	19791	2905
872	19819	2883
873	19847	2861
874	19869	2838
875	19890	2815
876	19910	2792
877	19931	2769
878	19953	2746
879	19987	2725
880	20007	2702
881	20031	2679
882	20055	2657
883	20072	2633
884	20095	2611
885	20123	2589
886	20153	2567
887	20177	2544
888	20202	2522
889	20247	2502
890	20291	2482
891	20357	2464
892	20390	2443
893	20425	2421
894	20448	2399
895	20474	2376
896	20500	2354
897	20528	2331
898	20556	2309
899	20602	2289
900	20635	2267
901	20659	2244
902	20689	2222
903	20720	2200
904	20747	2177
905	20785	2156
906	20811	2133
907	20834	2111
908	20873	2089
909	20906	2067
910	20936	2045
911	20960	2022
912	20976	1998
913	20999	1975
914	21018	1952
915	21036	1929
916	21063	1906
917	21082	1883
918	21101	1859
919	21129	1837
920	21149	1814
921	21186	1792
922	21206	1769
923	21222	1745
924	21241	1722
925	21265	1699
926	21286	1676
927	21308	1653
928	21346	1631
929	21368	1608
930	21392	1585
931	21414	1562
932	21436	1539
933	21460	1516
934	21492	1494
935	21512	1470
936	21526	1447
937	21551	1424
938	21569	1401
939	21586	1377
940	21604	1354
941	21623	1331
942	21642	1308
943	21670	1285
944	21687	1262
945	21709	1239
946	21727	1215
947	21746	1192
948	21766	1169
949	21792	1146
950	21857	1126
951	21923	1105
952	21950	1082
953	21974	1059
954	21991	1036
955	22018	1013
956	22039	990
957	22068	967
958	22089	944
959	22112	921
960	22132	898
961	22158	875
962	22174	851
963	22200	829
964	22218	805
965	22238	782
966	22252	759
967	22276	736
968	22335	714
969	22356	691
970	22383	668
971	22412	645
972	22432	622
973	22458	599
974	22482	576
975	22505	553
976	22527	530
977	22547	507
978	22569	484
979	22588	460
980	22608	437
981	22631	414
982	22657	391
983	22678	368
984	22709	345
985	22737	322
986	22753	299
987	22777	276
988	22814	253
989	22889	231
990	22968	208
991	22983	185
992	23010	162
993	23043	139
994	23069	115
995	23090	92
996	23123	69
997	23142	46
998	23164	23
999	23187	0
