iter	Passed	Remaining
316	6544	14100
317	6567	14085
318	6589	14067
319	6609	14045
320	6626	14017
321	6640	13981
322	6657	13954
323	6675	13928
324	6698	13912
325	6705	13862
326	6728	13848
327	6745	13820
328	6769	13806
329	6785	13777
330	6801	13747
331	6817	13716
332	6834	13689
333	6855	13669
334	6872	13641
335	6882	13601
336	6903	13582
337	6924	13561
338	6942	13536
339	6963	13516
340	6983	13495
341	7004	13475
342	7029	13464
343	7051	13447
344	7065	13415
345	7085	13392
346	7106	13372
347	7124	13348
348	7140	13318
349	7161	13299
350	7180	13276
351	7200	13255
352	7218	13229
353	7232	13199
354	7251	13175
355	7272	13156
356	7288	13128
357	7305	13101
358	7321	13072
359	7335	13041
360	7357	13022
361	7376	13000
362	7391	12971
363	7411	12949
364	7430	12926
365	7446	12899
366	7468	12881
367	7487	12858
368	7503	12830
369	7521	12807
370	7544	12790
371	7548	12743
372	7557	12704
373	7572	12674
374	7589	12649
375	7608	12626
376	7622	12595
377	7636	12565
378	7650	12535
379	7670	12514
380	7685	12486
381	7710	12474
382	7728	12450
383	7749	12431
384	7767	12408
385	7787	12386
386	7808	12368
387	7813	12323
388	7833	12304
389	7849	12277
390	7864	12248
391	7880	12222
392	7899	12200
393	7920	12183
394	7940	12162
395	7956	12135
396	7970	12106
397	7990	12086
398	8005	12058
399	8026	12039
400	8042	12014
401	8057	11986
402	8080	11969
403	8104	11955
404	8120	11930
405	8135	11902
406	8154	11880
407	8166	11849
408	8186	11829
409	8207	11810
410	8221	11782
411	8238	11757
412	8260	11740
413	8281	11722
414	8299	11699
415	8314	11672
416	8336	11654
417	8351	11628
418	8365	11599
419	8378	11570
420	8398	11551
421	8417	11529
422	8439	11512
423	8457	11489
424	8472	11462
425	8496	11447
426	8512	11423
427	8532	11403
428	8549	11379
429	8565	11354
430	8583	11332
431	8600	11308
432	8605	11268
433	8623	11245
434	8648	11232
435	8670	11216
436	8692	11198
437	8712	11179
438	8734	11162
439	8751	11137
440	8768	11114
441	8791	11099
442	8814	11082
443	8834	11063
444	8847	11034
445	8868	11015
446	8882	10988
447	8894	10959
448	8910	10934
449	8916	10898
450	8930	10871
451	8948	10849
452	8964	10824
453	8983	10803
454	9005	10786
455	9025	10767
456	9045	10747
457	9067	10730
458	9087	10711
459	9110	10694
460	9124	10668
461	9141	10644
462	9159	10623
463	9180	10605
464	9196	10580
465	9213	10558
466	9232	10537
467	9254	10519
468	9269	10495
469	9286	10472
470	9305	10451
471	9319	10424
472	9335	10400
473	9350	10376
474	9361	10346
475	9396	10343
476	9424	10333
477	9457	10328
478	9478	10309
479	9501	10293
480	9527	10280
481	9544	10257
482	9564	10237
483	9580	10214
484	9599	10193
485	9620	10174
486	9641	10156
487	9661	10136
488	9680	10116
489	9700	10096
490	9721	10077
491	9740	10057
492	9765	10043
493	9785	10022
494	9801	9999
495	9933	10093
496	9977	10098
497	10000	10081
498	10013	10053
499	10027	10027
500	10047	10007
501	10069	9988
502	10085	9965
503	10107	9946
504	10127	9926
505	10146	9906
506	10168	9887
507	10190	9869
508	10204	9844
509	10225	9824
510	10240	9799
511	10253	9773
512	10277	9756
513	10297	9736
514	10314	9713
515	10335	9694
516	10352	9672
517	10375	9654
518	10399	9637
519	10419	9618
520	10438	9597
521	10464	9582
522	10482	9560
523	10496	9535
524	10512	9511
525	10524	9483
526	10535	9455
527	10545	9426
528	10556	9398
529	10611	9410
530	10646	9403
531	10660	9378
532	10671	9349
533	10694	9332
534	10722	9319
535	10748	9304
536	10761	9278
537	10784	9260
538	10800	9237
539	10811	9209
540	10827	9186
541	10839	9159
542	10850	9131
543	10884	9123
544	10912	9110
545	10950	9104
546	10962	9078
547	10985	9060
548	11007	9042
549	11018	9015
550	11037	8994
551	11058	8974
552	11071	8949
553	11091	8928
554	11103	8903
555	11114	8875
556	11134	8855
557	11153	8834
558	11170	8812
559	11191	8793
560	11211	8773
561	11226	8749
562	11240	8724
563	11256	8702
564	11278	8683
565	11303	8667
566	11324	8647
567	11335	8621
568	11355	8601
569	11376	8582
570	11387	8555
571	11410	8538
572	11432	8519
573	11452	8499
574	11466	8475
575	11484	8454
576	11506	8435
577	11527	8416
578	11556	8403
579	11596	8397
580	11620	8380
581	11638	8359
582	11673	8349
583	11704	8337
584	11741	8329
585	11771	8316
586	11798	8301
587	11822	8283
588	11844	8265
589	11871	8249
590	11907	8240
591	11923	8217
592	11948	8200
593	11968	8180
594	11991	8162
595	12009	8140
596	12033	8123
597	12060	8107
598	12092	8095
599	12111	8074
600	12135	8056
601	12154	8035
602	12177	8017
603	12204	8001
604	12219	7977
605	12236	7955
606	12258	7936
607	12284	7920
608	12307	7902
609	12334	7885
610	12352	7864
611	12396	7859
612	12427	7845
613	12458	7832
614	12489	7818
615	12516	7802
616	12544	7787
617	12568	7768
618	12602	7757
619	12628	7740
620	12650	7720
621	12680	7706
622	12710	7691
623	12731	7671
624	12752	7651
625	12765	7626
626	12788	7607
627	12804	7584
628	12827	7566
629	12848	7545
630	12868	7525
631	12879	7499
632	12897	7477
633	12921	7459
634	12961	7450
635	12995	7437
636	13021	7420
637	13034	7395
638	13051	7373
639	13069	7351
640	13081	7326
641	13103	7307
642	13124	7286
643	13143	7265
644	13162	7244
645	13185	7225
646	13203	7203
647	13220	7181
648	13238	7159
649	13259	7139
650	13278	7118
651	13290	7093
652	13311	7073
653	13325	7049
654	13350	7031
655	13370	7011
656	13390	6990
657	13410	6970
658	13432	6950
659	13452	6930
660	13478	6912
661	13510	6898
662	13531	6878
663	13550	6857
664	13570	6836
665	13590	6815
666	13605	6792
667	13627	6772
668	13642	6750
669	13659	6727
670	13672	6703
671	13691	6682
672	13710	6661
673	13731	6641
674	13752	6621
675	13775	6602
676	13793	6581
677	13813	6560
678	13832	6539
679	13848	6516
680	13867	6495
681	13878	6471
682	13894	6448
683	13917	6429
684	13940	6410
685	13962	6390
686	13985	6371
687	14006	6351
688	14026	6331
689	14044	6309
690	14063	6288
691	14081	6267
692	14097	6245
693	14118	6225
694	14134	6202
695	14155	6182
696	14176	6162
697	14205	6146
698	14224	6125
699	14262	6112
700	14285	6093
701	14298	6069
702	14320	6050
703	14351	6034
704	14377	6016
705	14393	5994
706	14419	5975
707	14445	5957
708	14470	5939
709	14495	5920
710	14512	5898
711	14535	5879
712	14554	5858
713	14575	5838
714	14596	5817
715	14621	5799
716	14642	5779
717	14663	5759
718	14684	5738
719	14708	5720
720	14721	5696
721	14744	5677
722	14769	5658
723	14786	5636
724	14807	5616
725	14824	5594
726	14846	5575
727	14879	5559
728	14898	5538
729	14916	5517
730	14937	5496
731	14969	5480
732	14986	5458
733	14999	5435
734	15017	5414
735	15038	5394
736	15051	5371
737	15072	5350
738	15097	5332
739	15117	5311
740	15136	5290
741	15154	5269
742	15171	5247
743	15188	5226
744	15207	5205
745	15218	5181
746	15232	5159
747	15250	5137
748	15272	5118
749	15285	5095
750	15301	5073
751	15320	5052
752	15339	5031
753	15362	5012
754	15382	4991
755	15402	4971
756	15420	4950
757	15435	4928
758	15452	4906
759	15470	4885
760	15487	4863
761	15505	4842
762	15527	4823
763	15541	4800
764	15561	4780
765	15582	4760
766	15598	4738
767	15614	4716
768	15636	4697
769	15656	4676
770	15675	4655
771	15692	4634
772	15714	4614
773	15734	4594
774	15759	4575
775	15778	4554
776	15800	4534
777	15824	4515
778	15847	4495
779	15868	4475
780	15889	4455
781	15915	4436
782	15935	4416
783	15957	4396
784	15976	4375
785	15992	4354
786	16010	4333
787	16030	4312
788	16047	4291
789	16062	4269
790	16080	4248
791	16100	4228
792	16122	4208
793	16138	4186
794	16158	4166
795	16178	4146
796	16200	4126
797	16213	4104
798	16235	4084
799	16255	4063
800	16274	4043
801	16293	4022
802	16312	4002
803	16333	3981
804	16352	3961
805	16369	3940
806	16388	3919
807	16403	3897
808	16423	3877
809	16444	3857
810	16466	3837
811	16484	3816
812	16504	3796
813	16521	3775
814	16539	3754
815	16559	3734
816	16575	3712
817	16589	3691
818	16606	3670
819	16628	3650
820	16646	3629
821	16665	3608
822	16689	3589
823	16712	3569
824	16734	3549
825	16758	3530
826	16778	3509
827	16797	3489
828	16812	3468
829	16827	3446
830	16837	3424
831	16855	3403
832	16870	3382
833	16890	3361
834	16911	3341
835	16934	3322
836	16960	3302
837	16982	3282
838	17004	3263
839	17020	3241
840	17040	3221
841	17063	3201
842	17082	3181
843	17098	3160
844	17117	3139
845	17138	3119
846	17157	3099
847	17176	3078
848	17195	3058
849	17208	3036
850	17226	3016
851	17246	2995
852	17267	2975
853	17284	2954
854	17308	2935
855	17334	2916
856	17350	2895
857	17372	2875
858	17407	2857
859	17436	2838
860	17454	2817
861	17476	2797
862	17495	2777
863	17506	2755
864	17529	2735
865	17547	2715
866	17567	2694
867	17579	2673
868	17603	2653
869	17618	2632
870	17638	2612
871	17650	2590
872	17671	2570
873	17686	2549
874	17708	2529
875	17727	2509
876	17748	2489
877	17770	2469
878	17784	2448
879	17804	2427
880	17827	2407
881	17846	2387
882	17867	2367
883	17887	2347
884	17899	2325
885	17919	2305
886	17932	2284
887	17944	2263
888	17973	2244
889	17988	2223
890	18012	2203
891	18026	2182
892	18071	2165
893	18097	2145
894	18117	2125
895	18134	2104
896	18155	2084
897	18170	2063
898	18199	2044
899	18220	2024
900	18242	2004
901	18255	1983
902	18279	1963
903	18297	1943
904	18316	1922
905	18336	1902
906	18357	1882
907	18382	1862
908	18399	1841
909	18412	1821
910	18429	1800
911	18447	1780
912	18460	1759
913	18479	1738
914	18500	1718
915	18524	1698
916	18542	1678
917	18565	1658
918	18584	1638
919	18601	1617
920	18614	1596
921	18626	1575
922	18646	1555
923	18659	1534
924	18681	1514
925	18701	1494
926	18714	1473
927	18738	1453
928	18756	1433
929	18779	1413
930	18791	1392
931	18811	1372
932	18830	1352
933	18841	1331
934	18862	1311
935	18876	1290
936	18897	1270
937	18917	1250
938	18937	1230
939	18964	1210
940	18979	1189
941	18998	1169
942	19020	1149
943	19031	1129
944	19054	1108
945	19078	1089
946	19097	1068
947	19109	1048
948	19125	1027
949	19143	1007
950	19166	987
951	19189	967
952	19206	947
953	19221	926
954	19242	906
955	19264	886
956	19284	866
957	19306	846
958	19327	826
959	19343	805
960	19364	785
961	19383	765
962	19399	745
963	19414	725
964	19435	704
965	19458	684
966	19480	664
967	19500	644
968	19511	624
969	19531	604
970	19549	583
971	19569	563
972	19591	543
973	19612	523
974	19636	503
975	19651	483
976	19668	463
977	19683	442
978	19697	422
979	19711	402
980	19731	382
981	19752	362
982	19768	341
983	19781	321
984	19797	301
985	19809	281
986	19827	261
987	19846	241
988	19864	220
989	19886	200
990	19909	180
991	19926	160
992	19944	140
993	19965	120
994	20023	100
995	20053	80
996	20078	60
997	20093	40
998	20111	20
999	20141	0
