iter	RMSE
350	71906.27693
351	71904.7861
352	71903.27911
353	71902.34957
354	71902.34588
355	71901.31395
356	71897.97643
357	71897.97314
358	71896.64562
359	71895.11073
360	71894.66704
361	71893.28406
362	71890.80983
363	71886.6837
364	71885.55988
365	71885.03322
366	71882.55681
367	71867.32249
368	71866.27943
369	71865.40471
370	71863.58559
371	71863.58554
372	71862.43959
373	71861.32369
374	71860.32837
375	71857.89422
376	71852.80885
377	71851.19497
378	71850.28344
379	71849.50562
380	71848.8497
381	71847.02619
382	71844.59055
383	71842.94675
384	71838.45182
385	71838.19596
386	71834.68668
387	71832.62322
388	71832.21151
389	71831.69891
390	71830.81665
391	71825.03835
392	71823.41871
393	71823.39857
394	71822.10475
395	71810.25713
396	71809.27005
397	71808.45199
398	71808.05592
399	71807.75313
400	71807.02388
401	71806.45574
402	71806.08722
403	71805.82384
404	71801.45383
405	71800.23059
406	71798.33505
407	71797.04965
408	71794.30394
409	71790.68592
410	71789.74372
411	71786.3863
412	71786.38026
413	71785.64234
414	71785.21023
415	71782.42272
416	71777.9483
417	71777.45996
418	71777.45749
419	71776.30121
420	71775.2063
421	71775.00522
422	71772.17103
423	71771.84955
424	71770.57367
425	71768.69933
426	71767.01287
427	71761.84723
428	71760.94464
429	71758.30098
430	71758.2334
431	71754.8714
432	71754.7182
433	71753.88302
434	71753.49895
435	71752.31006
436	71749.18859
437	71747.46818
438	71743.98038
439	71742.55137
440	71739.85558
441	71734.76846
442	71731.35871
443	71727.03108
444	71726.66432
445	71726.16265
446	71725.94078
447	71725.70672
448	71723.48023
449	71720.53083
450	71720.53069
451	71719.02138
452	71719.01731
453	71718.8323
454	71718.83136
455	71717.90673
456	71717.84354
457	71716.91993
458	71716.28017
459	71715.30418
460	71714.97492
461	71712.46878
462	71712.37804
463	71712.16652
464	71711.04169
465	71709.27137
466	71708.67531
467	71708.56633
468	71708.41078
469	71707.57032
470	71707.42477
471	71707.27715
472	71703.75302
473	71703.15758
474	71702.86761
475	71702.30271
476	71700.34076
477	71697.22773
478	71696.95358
479	71695.92484
480	71695.33952
481	71693.30993
482	71693.25719
483	71689.99106
484	71689.02379
485	71687.00275
486	71686.00714
487	71685.92522
488	71685.65355
489	71684.53985
490	71684.21043
491	71681.00093
492	71680.92314
493	71675.56885
494	71675.12348
495	71673.55403
496	71672.67508
497	71667.60364
498	71667.52931
499	71666.04586
500	71661.9653
501	71660.4086
502	71660.33743
503	71660.078
504	71659.83552
505	71659.58114
506	71652.51145
507	71651.56662
508	71651.50253
509	71650.61614
510	71644.83209
511	71643.57742
512	71643.42104
513	71642.87868
514	71642.73261
515	71638.92637
516	71638.14157
517	71638.08123
518	71635.89901
519	71635.191
520	71635.13376
521	71634.52854
522	71634.47382
523	71634.24016
524	71634.1882
525	71633.98717
526	71633.93751
527	71631.93145
528	71625.01996
529	71624.97289
530	71620.69845
531	71619.91418
532	71615.74753
533	71610.15136
534	71610.10041
535	71609.6689
536	71609.62574
537	71609.58451
538	71605.22899
539	71604.92109
540	71604.03879
541	71600.03531
542	71599.42568
543	71595.21676
544	71595.00653
545	71593.76476
546	71591.62729
547	71589.65504
548	71589.60939
549	71589.57096
550	71584.87855
551	71584.23881
552	71584.19672
553	71582.15634
554	71581.95861
555	71580.51323
556	71580.47281
557	71577.45298
558	71573.00433
559	71572.96543
560	71572.74285
561	71572.53222
562	71572.46882
563	71565.71124
564	71564.90042
565	71563.97854
566	71563.79229
567	71563.77689
568	71563.72743
569	71559.01762
570	71558.97036
571	71558.93641
572	71557.6539
573	71557.62141
574	71557.59029
575	71556.24615
576	71554.04932
577	71550.25793
578	71548.97721
579	71548.32883
580	71548.2992
581	71544.10833
582	71537.49334
583	71536.93371
584	71534.05198
585	71530.141
586	71530.11226
587	71530.08471
588	71529.14296
589	71529.11654
590	71529.07874
591	71526.74117
592	71522.80566
593	71522.41307
594	71522.38845
595	71520.31097
596	71519.78508
597	71519.25246
598	71518.98998
599	71518.96625
600	71518.94346
601	71517.08666
602	71514.94603
603	71514.43305
604	71514.23377
605	71513.91992
606	71511.78786
607	71510.39493
608	71510.20758
609	71508.5965
610	71508.347
611	71502.89084
612	71497.41603
613	71497.24123
614	71496.65431
615	71496.47679
616	71496.05144
617	71495.08639
618	71494.9183
619	71494.19155
620	71490.44916
621	71487.06954
622	71482.96142
623	71482.52122
624	71482.5109
625	71482.50011
626	71478.70596
627	71478.69673
628	71478.66261
629	71478.62998
630	71477.99893
631	71476.23328
632	71476.22356
633	71475.17516
634	71475.14397
635	71474.23064
636	71472.14578
637	71470.72985
638	71468.52
639	71464.07901
640	71460.15579
641	71459.32782
642	71455.51219
643	71454.94098
644	71454.22387
645	71454.21522
646	71451.18248
647	71446.86151
648	71445.86955
649	71445.28873
650	71445.28069
651	71442.14617
652	71440.99313
653	71439.80754
654	71439.80006
655	71434.5795
656	71434.35964
657	71433.87435
658	71432.77564
659	71432.76907
660	71428.67734
661	71428.67036
662	71426.82273
663	71425.95091
664	71425.2723
665	71422.7914
666	71418.7961
667	71418.28725
668	71417.24545
669	71416.00213
670	71415.17856
671	71415.17287
672	71410.00267
673	71408.95951
674	71406.57291
675	71405.1259
676	71404.33249
677	71403.1727
678	71402.07266
679	71397.10428
680	71396.34449
681	71391.06132
682	71387.13736
683	71386.39501
684	71385.76037
685	71384.66796
686	71378.06789
687	71377.60408
688	71375.66108
689	71373.38053
690	71372.44707
691	71371.99475
692	71371.78602
693	71371.59356
694	71370.34575
695	71368.51024
696	71368.10842
697	71366.90455
698	71366.6697
699	71362.89877
700	71361.74809
701	71361.06697
702	71360.62938
703	71360.49982
704	71356.76111
705	71355.62508
706	71353.7756
707	71353.11514
708	71352.57369
709	71351.47364
710	71350.42208
711	71349.69156
712	71348.72838
713	71347.45614
714	71346.63569
715	71346.21016
716	71342.57006
717	71342.03111
718	71338.34096
719	71337.06935
720	71336.14789
721	71335.2555
722	71334.47246
723	71332.3219
724	71331.33684
725	71330.29496
726	71329.62456
727	71328.67863
728	71327.74781
729	71326.84851
730	71326.38173
731	71325.55435
732	71324.69326
733	71321.02105
734	71320.60959
735	71319.18783
736	71318.36485
737	71318.05702
738	71317.22961
739	71315.95951
740	71315.14404
741	71314.36631
742	71313.61348
743	71312.62664
744	71311.83867
745	71311.10967
746	71310.40344
747	71310.10721
748	71309.93749
749	71306.54966
750	71305.35597
751	71305.35065
752	71299.41984
753	71298.67246
754	71297.92143
755	71297.88763
756	71296.54053
757	71294.11778
758	71293.39413
759	71287.84013
760	71287.37133
761	71287.3667
762	71286.09086
763	71284.25045
764	71283.78198
765	71282.63112
766	71282.41945
767	71281.00802
768	71280.74407
769	71280.34332
770	71279.78351
771	71279.77913
772	71278.68816
773	71276.64793
774	71275.98131
775	71274.94683
776	71271.64564
777	71269.53301
778	71267.06956
779	71266.13129
780	71265.86251
781	71258.28445
782	71257.93668
783	71257.68253
784	71257.64957
785	71255.92559
786	71253.9962
787	71253.35114
788	71252.96253
789	71252.67164
790	71250.7142
791	71250.13483
792	71248.25217
793	71247.8907
794	71247.1798
795	71246.84967
796	71243.33007
797	71242.1546
798	71241.95729
799	71241.57719
800	71241.57322
801	71240.94974
802	71240.63884
803	71239.91591
804	71239.32072
805	71239.0639
806	71238.65025
807	71237.79929
808	71237.50566
809	71236.81475
810	71235.36952
811	71229.20998
812	71228.85125
813	71225.66511
814	71225.49506
815	71223.19678
816	71223.11011
817	71222.21606
818	71216.75091
819	71215.76
820	71215.25676
821	71214.48726
822	71213.76168
823	71212.05759
824	71210.27022
825	71210.11095
826	71209.6984
827	71209.54805
828	71209.16458
829	71207.47734
830	71206.58595
831	71203.53213
832	71203.02454
833	71202.54919
834	71200.89705
835	71200.4527
836	71195.45183
837	71194.60485
838	71192.11714
839	71191.77875
840	71186.74408
841	71185.96593
842	71185.65231
843	71185.15087
844	71180.39426
845	71178.75384
846	71178.26828
847	71177.14154
848	71176.91164
849	71174.23227
850	71173.8463
851	71172.99914
852	71172.55963
853	71172.08815
854	71171.44523
855	71170.5049
856	71170.09577
857	71167.8732
858	71167.4259
859	71161.40469
860	71160.95786
861	71159.86693
862	71159.28969
863	71158.83541
864	71158.17165
865	71157.73566
866	71157.36199
867	71152.53122
868	71150.9627
869	71150.74632
870	71150.61188
871	71150.18714
872	71149.31746
873	71148.88579
874	71148.56241
875	71147.76941
876	71147.4889
877	71147.4556
878	71147.15969
879	71145.39891
880	71144.84144
881	71144.50005
882	71144.10253
883	71143.69746
884	71143.32854
885	71142.62794
886	71137.81377
887	71137.44739
888	71136.94941
889	71135.05901
890	71133.91494
891	71133.18628
892	71133.1816
893	71132.37914
894	71132.25942
895	71132.14291
896	71131.06036
897	71130.52028
898	71128.72286
899	71128.41436
900	71128.38222
901	71125.78463
902	71124.92683
903	71120.26317
904	71115.71932
905	71110.93703
906	71110.57782
907	71110.15618
908	71108.56371
909	71103.68633
910	71103.65549
911	71103.62596
912	71103.5977
913	71102.91145
914	71096.36432
915	71092.13968
916	71090.02114
917	71087.04182
918	71086.34041
919	71086.31322
920	71084.78641
921	71082.28485
922	71081.73387
923	71079.67648
924	71077.67881
925	71075.0063
926	71074.9802
927	71071.31509
928	71070.11396
929	71068.34778
930	71065.62136
931	71064.93638
932	71060.21203
933	71059.90418
934	71059.87974
935	71058.90514
936	71058.53186
937	71056.87764
938	71056.85407
939	71049.02038
940	71044.32161
941	71043.97422
942	71038.2974
943	71038.27528
944	71037.44045
945	71037.13125
946	71036.74783
947	71036.4537
948	71035.81262
949	71035.48203
950	71035.14261
951	71028.27323
952	71027.99709
953	71027.53617
954	71026.74468
955	71025.68417
956	71021.82306
957	71021.37608
958	71021.02399
959	71019.45218
960	71015.47802
961	71014.1001
962	71013.66341
963	71013.25918
964	71012.9989
965	71011.96653
966	71011.94436
967	71004.34334
968	71003.932
969	71001.62165
970	71001.20488
971	70999.01109
972	70998.40788
973	70993.91051
974	70993.25714
975	70991.39508
976	70990.63921
977	70990.38034
978	70990.05432
979	70988.51307
980	70987.50314
981	70983.53521
982	70982.91503
983	70979.90529
984	70978.69493
985	70978.19731
986	70970.82073
987	70966.24713
988	70966.22619
989	70964.90621
990	70961.81544
991	70961.07775
992	70961.05761
993	70958.08934
994	70957.32969
995	70953.00947
996	70952.83224
997	70952.35857
998	70948.17238
999	70941.58335
